crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
cotton,Maharashtra,618.8,34.2,40.1,6.04,159.5,10.81,3.854
rice,AP,1448.1,23.0,34.7,6.65,158.5,12.8,10.531
wheat,Punjab,1136.4,11.2,56.8,6.18,178.8,3.95,8.596
cotton,Punjab,837.9,35.9,45.1,7.67,142.7,6.32,3.433
wheat,AP,523.7,17.3,30.1,6.72,169.9,11.21,5.603
cotton,Telangana,1429.4,31.9,70.9,7.32,157.8,1.48,5.168
cotton,Punjab,1235.3,35.5,70.6,7.99,117.6,1.21,3.761
groundnut,Karnataka,630.7,35.9,47.5,6.76,74.2,10.69,3.172
groundnut,Maharashtra,545.1,30.4,47.9,6.51,68.0,1.44,3.272
cotton,Telangana,1433.3,36.6,35.7,6.79,110.7,12.33,4.491
tomato,AP,767.1,21.2,49.2,6.15,183.9,9.96,52.71
groundnut,AP,671.8,35.0,32.3,6.71,75.0,3.46,2.808
maize,MP,953.2,29.6,50.5,6.85,172.5,13.07,11.128
tomato,MP,811.2,24.4,73.9,6.8,195.6,14.58,59.11
maize,Telangana,1141.8,31.4,53.7,6.78,212.3,14.78,12.403
maize,AP,1498.9,24.5,59.1,6.78,125.3,8.28,12.099
rice,MP,1713.2,27.6,33.7,6.59,149.1,13.41,11.084
rice,Telangana,1187.5,33.9,48.2,6.64,140.1,14.64,9.408
wheat,Punjab,857.2,17.9,66.0,6.97,133.8,13.66,7.796
groundnut,MP,996.5,37.1,81.3,6.79,77.7,1.53,4.071
maize,Telangana,1294.9,22.9,82.2,6.98,163.7,6.06,11.96
cotton,Karnataka,1005.3,35.1,33.8,6.37,112.1,9.17,4.185
wheat,Telangana,584.9,16.0,76.9,6.56,178.7,6.13,8.412
groundnut,Maharashtra,739.8,33.7,67.4,6.95,83.4,4.79,3.464
tomato,Punjab,762.5,29.3,52.1,6.87,188.1,9.83,48.186
rice,MP,1832.5,34.0,44.1,5.52,137.0,8.74,10.654
maize,AP,840.0,21.0,30.3,6.41,180.2,1.89,10.124
groundnut,AP,743.6,32.0,77.8,5.94,76.6,2.6,3.505
cotton,Punjab,1245.5,31.5,64.8,6.04,131.7,2.1,4.798
soybean,MP,893.1,22.3,41.3,6.35,142.4,13.25,4.96
maize,Maharashtra,677.7,28.2,52.6,6.51,183.5,1.2,10.566
tomato,Telangana,1166.0,25.2,75.9,5.53,165.9,12.53,54.416
soybean,Karnataka,1342.4,27.1,65.2,7.18,88.8,14.33,5.048
cotton,AP,1269.6,29.8,80.9,7.63,135.8,10.82,4.533
rice,Karnataka,1290.2,30.7,54.0,5.66,189.1,13.84,9.978
maize,MP,1356.5,27.8,65.9,6.08,121.4,7.65,11.475
wheat,Punjab,808.3,16.4,78.0,6.43,127.7,1.12,8.284
maize,AP,1493.3,29.0,45.2,6.2,142.3,1.23,11.144
wheat,Karnataka,697.5,13.0,68.2,6.82,177.4,7.63,7.815
wheat,MP,809.4,18.4,55.9,6.21,171.6,2.58,8.068
tomato,Telangana,753.2,21.2,64.0,5.59,260.0,14.6,57.11
groundnut,Maharashtra,1153.2,37.9,40.8,6.14,69.0,5.12,3.193
cotton,Maharashtra,877.0,25.1,53.6,6.71,89.3,3.35,3.927
soybean,Maharashtra,1406.1,23.9,71.7,6.57,134.8,12.08,6.54
cotton,AP,1030.5,34.9,80.4,7.65,110.0,5.2,3.902
groundnut,MP,1173.0,37.2,42.0,6.54,79.5,1.66,3.692
groundnut,Punjab,830.7,31.3,31.6,6.36,114.9,12.12,3.739
tomato,MP,995.9,29.4,42.8,5.96,163.4,3.72,49.421
groundnut,MP,990.7,29.5,67.7,6.18,93.5,3.96,3.831
wheat,AP,977.5,13.5,54.9,7.46,146.5,2.78,6.393
cotton,Maharashtra,786.5,30.4,82.8,6.98,156.7,11.66,4.725
soybean,Maharashtra,1498.2,30.6,59.4,6.12,109.8,2.3,5.461
wheat,Maharashtra,455.1,17.9,48.7,6.9,153.5,9.06,6.443
soybean,Maharashtra,1285.8,23.6,72.2,6.1,82.6,6.09,5.072
tomato,Maharashtra,879.1,24.0,47.5,6.43,170.6,5.92,52.527
soybean,AP,1123.3,28.8,42.4,6.36,98.5,10.48,4.543
groundnut,MP,1180.3,27.1,70.4,5.59,71.7,3.32,3.247
maize,Karnataka,1090.3,24.4,40.3,5.88,159.9,3.17,10.571
soybean,AP,1120.5,23.0,74.4,7.01,136.7,5.86,5.5
groundnut,AP,1055.6,25.8,50.5,6.41,110.2,7.1,3.921
tomato,Punjab,979.7,24.8,67.6,6.01,258.9,9.48,65.064
tomato,Punjab,707.6,28.4,48.8,5.74,282.6,2.31,51.606
wheat,Telangana,1073.1,13.1,45.8,7.48,170.0,13.45,7.422
tomato,MP,1190.4,26.3,33.4,6.9,167.7,5.01,51.923
groundnut,MP,902.5,34.7,36.5,6.96,112.7,5.41,3.181
groundnut,Karnataka,623.8,32.1,69.2,6.33,73.6,11.13,3.362
soybean,AP,991.1,28.4,75.7,7.07,133.3,3.87,5.164
groundnut,Karnataka,532.0,35.2,61.5,5.56,78.5,6.44,2.613
rice,Telangana,853.3,31.4,66.1,6.85,163.4,7.35,9.234
soybean,Telangana,607.0,24.1,53.7,7.13,147.2,5.8,3.881
wheat,Karnataka,924.5,16.8,53.9,6.93,104.0,3.55,6.259
groundnut,Telangana,1072.6,30.7,76.1,6.27,77.5,8.07,4.157
tomato,Telangana,1056.2,21.7,76.4,6.98,240.8,1.56,66.223
cotton,Telangana,721.1,25.2,63.5,6.88,83.2,9.32,3.884
groundnut,MP,541.8,26.4,78.2,6.72,104.6,2.22,3.577
wheat,Punjab,774.1,10.8,53.7,7.38,178.0,9.4,6.236
rice,Punjab,1347.3,32.6,78.4,5.53,158.2,3.65,9.965
rice,AP,1726.7,25.3,51.6,5.79,137.8,13.17,9.762
maize,Telangana,707.9,30.1,37.0,6.28,133.3,5.17,9.39
tomato,Punjab,420.4,21.1,68.8,5.74,293.5,3.88,54.849
tomato,MP,1197.6,21.4,63.5,5.63,253.6,15.0,61.46
wheat,Karnataka,743.1,20.1,45.0,7.23,131.4,3.55,6.46
cotton,Maharashtra,1325.3,25.5,52.6,7.19,149.9,4.41,4.59
wheat,MP,671.6,24.1,34.9,6.75,176.7,7.42,7.072
soybean,AP,757.8,23.1,76.6,7.12,91.5,2.41,4.235
maize,Telangana,1090.9,33.4,53.6,5.94,165.5,5.38,10.747
tomato,Maharashtra,702.6,29.1,80.2,6.43,240.5,8.62,67.309
groundnut,Karnataka,532.6,32.9,74.4,6.06,104.8,8.51,3.283
groundnut,Karnataka,1176.0,28.9,60.7,5.83,72.7,14.27,3.694
wheat,Telangana,642.7,19.6,38.8,6.94,139.7,9.7,6.187
soybean,Karnataka,1490.3,24.2,70.3,7.45,86.7,2.16,4.887
soybean,Maharashtra,1113.8,27.1,62.6,7.16,123.1,13.73,4.652
cotton,Maharashtra,960.0,35.7,35.8,6.09,90.3,8.99,3.537
rice,Maharashtra,999.5,29.7,61.8,6.64,133.2,1.92,9.557
rice,MP,1974.3,32.1,34.8,5.53,154.3,13.48,10.147
rice,Punjab,1966.8,29.9,51.3,6.28,151.9,7.3,12.447
cotton,Punjab,969.4,31.9,39.2,7.93,146.5,12.08,3.436
soybean,Telangana,1353.4,31.7,77.3,6.13,137.0,2.22,6.244
wheat,Karnataka,745.8,20.0,82.4,6.8,85.5,11.99,6.712
soybean,Maharashtra,1483.5,28.8,35.9,6.71,122.8,8.63,5.358
cotton,Punjab,1387.0,35.9,61.5,6.5,151.1,9.29,5.373
cotton,MP,1372.0,39.0,46.6,7.55,155.3,12.99,4.059
groundnut,Telangana,978.9,28.7,52.0,5.54,72.0,2.93,3.059
maize,AP,1233.8,22.9,34.7,6.13,214.4,8.44,12.213
maize,Maharashtra,1027.9,27.9,69.4,6.71,155.9,8.88,11.602
wheat,Punjab,708.2,23.5,66.0,7.23,143.8,1.73,6.319
soybean,Telangana,940.8,20.3,59.8,7.1,135.4,6.34,4.912
cotton,Karnataka,773.3,31.6,81.7,6.05,93.1,8.88,4.061
cotton,Karnataka,662.6,33.8,52.1,7.22,85.0,6.5,3.515
wheat,Telangana,846.2,15.2,38.9,6.62,159.8,9.48,6.744
tomato,MP,654.1,25.0,35.2,6.23,200.1,8.61,48.109
tomato,MP,1185.7,21.8,77.6,6.38,190.8,4.61,69.479
groundnut,AP,1071.3,28.4,84.4,6.74,102.1,14.06,4.108
tomato,Punjab,999.9,24.8,30.1,6.39,165.2,1.2,50.21
maize,Karnataka,1448.5,30.5,32.0,6.13,213.9,14.7,12.023
maize,Punjab,1253.8,20.7,32.8,6.92,130.9,13.39,9.83
groundnut,Maharashtra,620.9,25.9,40.3,6.7,69.4,14.69,3.208
rice,Maharashtra,1728.3,32.3,71.7,6.17,132.2,12.0,11.067
groundnut,Karnataka,986.1,28.5,60.5,6.87,77.9,12.5,3.766
tomato,AP,862.8,20.8,42.7,5.52,254.2,12.94,54.933
rice,Maharashtra,1735.3,30.4,82.1,6.91,198.2,12.45,12.928
wheat,AP,930.7,11.6,37.6,6.41,80.6,6.87,6.489
cotton,Telangana,1450.9,40.0,43.8,7.95,112.8,11.5,3.518
groundnut,Maharashtra,1064.5,31.9,57.9,6.69,76.6,8.68,3.865
soybean,MP,1009.0,22.2,53.8,6.29,87.0,1.6,4.728
rice,Maharashtra,1806.3,34.7,37.4,6.52,190.2,12.53,12.226
maize,Telangana,639.0,22.7,38.1,6.76,163.9,1.95,8.289
wheat,Maharashtra,1038.4,15.5,60.5,6.24,120.4,0.93,7.222
soybean,AP,644.9,30.8,43.8,7.04,145.8,10.58,4.572
wheat,Telangana,568.3,14.1,70.4,6.85,124.7,5.99,6.689
groundnut,MP,512.2,33.4,73.5,6.31,92.6,5.95,3.604
rice,Punjab,1934.6,22.2,57.6,6.84,168.1,8.95,12.016
rice,Punjab,1721.1,24.9,68.1,6.95,163.6,3.66,12.146
groundnut,AP,1178.7,34.7,37.8,6.24,96.0,12.29,3.721
groundnut,Punjab,748.2,37.9,48.3,6.94,98.4,11.42,3.259
maize,Punjab,1306.3,25.3,82.1,6.77,212.3,10.41,14.818
groundnut,AP,962.6,25.3,64.7,5.87,86.2,2.99,3.502
wheat,Telangana,984.1,19.4,54.3,7.09,159.2,8.04,8.076
cotton,Punjab,737.4,36.5,71.7,6.87,94.2,13.77,3.768
soybean,MP,1031.7,27.0,68.5,7.31,101.6,12.99,4.468
groundnut,Karnataka,1188.3,27.9,51.9,5.6,76.3,6.89,3.149
wheat,MP,1119.6,15.0,32.3,7.27,89.3,7.81,5.855
wheat,Telangana,593.2,20.6,60.6,6.45,84.5,12.61,6.207
soybean,Maharashtra,1155.6,30.8,70.3,7.18,93.6,7.78,4.781
tomato,Maharashtra,855.9,23.9,79.2,6.28,281.8,7.08,73.988
tomato,Maharashtra,812.1,24.2,45.3,6.93,247.4,8.21,58.687
cotton,AP,760.0,25.5,33.4,6.68,114.2,12.32,3.941
rice,MP,1302.2,33.1,78.8,6.35,170.9,14.96,11.649
tomato,AP,647.3,19.2,74.6,5.58,237.1,1.02,54.683
rice,Maharashtra,1871.0,23.9,49.0,6.35,197.1,11.26,12.989
rice,AP,965.1,26.0,40.7,6.44,188.5,11.1,9.981
tomato,Maharashtra,477.7,19.4,61.5,6.38,296.9,14.26,56.171
maize,Punjab,1197.4,25.5,54.2,6.84,122.9,7.91,9.685
cotton,AP,1358.1,32.1,84.1,7.93,134.4,8.22,4.358
soybean,Telangana,933.4,31.5,59.8,7.2,110.9,9.31,4.191
soybean,Maharashtra,669.0,31.2,64.8,6.9,145.2,6.75,5.013
wheat,AP,1165.2,17.0,72.2,7.43,168.1,7.28,8.167
soybean,Telangana,1354.2,26.5,58.2,7.11,135.3,8.28,5.274
rice,MP,812.1,33.3,33.7,5.54,145.8,14.55,6.844
tomato,Maharashtra,888.7,22.7,42.3,6.27,264.3,6.9,58.601
maize,AP,1007.4,31.1,59.7,6.97,123.7,7.02,10.396
maize,Telangana,663.6,24.3,84.7,6.74,166.0,6.1,10.216
wheat,Punjab,1137.8,21.2,83.1,6.5,150.0,1.57,9.511
tomato,Telangana,560.5,28.4,59.9,5.77,196.2,9.51,46.41
groundnut,Telangana,1175.8,28.9,72.4,5.87,102.6,6.51,4.226
wheat,Maharashtra,1023.1,20.1,41.3,7.31,164.4,12.57,7.108
groundnut,Telangana,898.9,33.3,48.2,5.66,62.4,12.41,2.881
soybean,Maharashtra,801.1,30.0,54.9,6.34,137.1,7.22,5.022
soybean,MP,730.0,27.6,70.4,7.28,86.7,11.27,4.029
soybean,Karnataka,1301.3,26.5,79.2,6.39,104.8,1.31,5.523
cotton,Maharashtra,1396.1,37.8,56.2,7.2,101.8,6.42,4.5
soybean,Telangana,1342.6,31.0,31.9,6.06,132.1,6.95,5.31
cotton,Karnataka,1338.8,30.1,67.6,6.69,97.8,1.61,4.793
groundnut,Telangana,686.8,28.0,54.5,5.59,71.4,7.8,2.987
tomato,MP,421.9,18.0,79.6,5.92,287.1,8.02,54.551
groundnut,AP,1169.8,25.1,51.5,5.63,100.5,12.38,3.443
groundnut,Punjab,898.7,37.8,69.3,5.83,119.2,12.48,3.587
maize,Maharashtra,800.4,20.9,35.8,6.25,218.1,8.65,10.256
rice,Punjab,1725.3,23.4,83.3,5.84,100.8,9.09,10.609
cotton,AP,861.0,26.4,43.3,7.82,128.3,6.58,3.557
wheat,Telangana,558.3,17.2,69.3,6.67,131.7,10.39,6.769
groundnut,MP,665.5,33.1,34.0,5.67,67.6,10.56,2.977
groundnut,MP,823.2,37.8,84.6,6.18,66.7,0.83,3.586
groundnut,Maharashtra,716.4,31.5,60.6,6.34,74.4,11.46,3.266
rice,MP,1784.7,31.4,34.0,6.81,117.0,2.23,9.42
tomato,Karnataka,826.5,29.7,32.1,6.04,293.8,13.94,55.826
tomato,Telangana,704.6,26.0,69.7,6.96,241.0,1.78,56.465
maize,Telangana,1428.5,28.7,32.3,6.73,169.5,2.75,11.335
tomato,Telangana,1087.0,24.7,55.5,6.07,211.5,1.57,59.051
rice,Maharashtra,1822.0,31.7,44.2,6.35,148.1,7.33,12.051
tomato,Telangana,1078.1,29.0,80.4,6.31,182.2,3.25,65.734
soybean,Punjab,1254.3,31.1,35.1,6.96,146.6,1.38,5.102
cotton,Telangana,1124.7,31.1,34.3,7.46,100.9,5.5,3.506
wheat,Telangana,940.4,18.3,62.6,6.21,170.9,7.14,8.125
cotton,Telangana,861.6,31.3,35.7,6.89,152.8,4.56,4.253
maize,MP,1198.3,29.5,60.6,6.93,199.6,3.61,13.002
groundnut,Telangana,923.8,31.8,38.6,5.53,64.3,1.29,2.699
maize,Punjab,1137.4,28.0,45.3,6.52,167.2,14.32,11.527
soybean,Karnataka,1357.2,22.4,84.9,7.08,111.2,9.37,5.241
wheat,Maharashtra,735.6,11.0,76.9,6.43,114.3,12.65,7.457
maize,Karnataka,820.1,20.3,42.1,6.7,215.1,5.46,10.642
maize,Karnataka,1430.0,20.1,40.2,6.5,207.1,9.05,13.058
tomato,Punjab,1013.3,19.6,65.5,5.97,154.0,12.18,53.022
maize,Punjab,1133.1,34.3,80.4,5.9,178.2,0.64,11.745
rice,Karnataka,1901.1,27.2,39.6,5.67,121.5,5.66,10.457
wheat,Karnataka,1064.7,24.0,78.6,7.31,132.2,13.85,7.274
maize,Punjab,979.1,34.2,36.2,6.47,186.8,2.58,10.533
tomato,Telangana,1161.0,22.3,63.9,6.82,168.0,9.21,57.329
wheat,Maharashtra,523.0,10.6,76.4,6.8,132.9,14.26,6.732
groundnut,Punjab,1151.0,34.4,66.7,5.9,115.7,6.5,3.857
rice,Telangana,1662.8,32.7,82.6,6.59,122.9,0.87,12.806
rice,Karnataka,1112.1,22.6,78.5,6.11,162.3,14.85,10.638
wheat,Punjab,1074.9,17.0,51.3,7.18,128.3,8.13,7.455
groundnut,MP,1008.8,29.6,83.7,6.36,114.6,3.8,4.556
maize,Punjab,708.1,28.2,69.8,6.81,195.0,4.6,10.688
tomato,Telangana,529.4,22.2,41.0,6.96,288.0,11.02,51.661
soybean,MP,665.1,21.3,47.7,6.97,132.9,7.6,4.271
tomato,MP,1156.4,21.7,83.7,6.71,239.1,7.43,74.26
wheat,Karnataka,762.3,21.6,64.2,7.25,160.5,4.57,7.376
soybean,Punjab,635.4,29.6,35.4,7.17,126.9,14.96,4.007
tomato,Telangana,719.0,19.0,78.3,6.04,235.6,4.6,60.961
soybean,Telangana,1435.2,28.1,62.9,7.2,83.5,8.15,4.715
groundnut,Punjab,994.5,25.4,37.7,6.35,70.2,9.54,3.202
soybean,Maharashtra,996.8,24.3,83.0,6.97,112.9,5.61,5.016
groundnut,MP,886.8,29.3,30.3,6.21,76.8,3.63,3.256
groundnut,MP,1039.7,28.6,43.0,6.11,62.2,11.8,3.065
soybean,AP,1335.1,22.5,60.9,6.5,126.5,7.18,5.967
soybean,Telangana,711.1,22.9,64.3,6.44,92.8,4.76,4.327
cotton,Maharashtra,1266.7,36.9,73.2,6.35,154.9,12.92,5.609
rice,Maharashtra,972.0,26.0,37.9,5.6,109.1,10.83,7.922
maize,Karnataka,946.3,31.7,81.4,6.66,180.7,6.62,12.611
cotton,Telangana,942.1,37.6,67.3,6.52,103.1,3.58,4.308
groundnut,MP,552.7,31.7,39.6,5.62,82.7,9.92,2.469
tomato,Punjab,576.5,23.6,74.1,6.5,207.7,11.21,59.67
groundnut,Maharashtra,1088.3,29.3,72.2,6.62,109.0,6.15,4.132
cotton,Punjab,1224.9,27.8,51.8,6.06,149.2,4.33,4.407
tomato,Maharashtra,787.0,26.4,48.1,6.78,179.3,6.83,54.033
wheat,Karnataka,857.9,24.3,82.8,6.51,144.0,12.07,8.907
maize,AP,860.4,27.8,39.1,5.84,151.3,2.51,8.648
wheat,AP,1041.8,13.0,43.3,6.8,154.9,13.9,7.464
cotton,Maharashtra,1202.3,29.3,63.3,7.36,133.3,10.82,4.51
tomato,Maharashtra,1183.2,28.3,62.5,6.62,153.9,10.74,59.129
maize,Karnataka,500.7,25.3,81.0,5.94,208.3,4.21,10.808
wheat,Maharashtra,1187.1,18.5,68.3,6.75,130.0,14.34,8.118
tomato,Maharashtra,416.3,24.7,84.6,6.89,257.0,13.69,56.994
groundnut,Punjab,840.6,33.2,55.5,5.67,96.5,9.82,2.919
tomato,AP,692.8,20.3,78.9,6.51,196.0,3.39,60.5
maize,Karnataka,1071.5,23.0,47.5,6.33,187.6,2.15,10.867
rice,Punjab,1807.4,23.6,64.8,6.16,144.5,5.35,12.095
maize,Karnataka,512.0,21.8,38.0,6.48,141.6,5.2,8.233
tomato,Telangana,450.1,27.0,32.9,6.07,251.3,13.85,46.408
wheat,Punjab,575.0,19.7,56.7,7.38,124.6,3.95,5.432
groundnut,Telangana,514.4,25.5,48.2,6.52,100.9,13.34,3.156
cotton,Maharashtra,956.2,36.0,31.6,7.49,148.9,3.16,3.344
tomato,Maharashtra,815.6,25.6,62.3,6.54,248.2,2.76,66.569
wheat,Punjab,608.2,23.8,43.9,7.14,135.3,2.11,6.164
groundnut,Maharashtra,726.8,34.6,34.1,6.42,106.8,5.12,3.28
groundnut,Maharashtra,730.8,31.5,50.2,5.92,86.7,11.16,3.387
maize,AP,825.5,20.3,33.6,5.93,146.5,9.24,8.964
groundnut,MP,570.6,35.7,65.4,5.68,100.2,13.59,3.012
groundnut,MP,1138.1,35.2,78.6,6.58,92.0,7.02,4.203
soybean,MP,1353.8,23.4,63.5,6.08,88.8,9.3,5.279
cotton,AP,1126.4,36.7,47.1,7.51,100.6,7.44,3.439
soybean,Karnataka,867.7,25.7,55.5,6.16,88.8,11.1,4.413
groundnut,Punjab,769.0,27.5,55.6,5.72,107.5,11.96,3.48
cotton,Punjab,774.5,32.7,59.8,6.89,113.9,14.74,3.939
tomato,Karnataka,800.7,28.8,76.9,6.91,174.5,7.48,54.606
wheat,Maharashtra,1028.0,11.4,78.1,7.32,147.1,14.92,7.412
soybean,MP,829.5,27.5,81.8,6.67,113.7,10.74,5.229
maize,Telangana,1003.9,27.0,45.6,6.75,203.3,12.41,11.57
maize,Punjab,797.9,32.8,38.4,6.3,219.1,7.22,10.397
wheat,AP,739.1,19.8,50.5,6.41,85.1,12.91,6.568
tomato,MP,692.1,24.0,83.0,7.0,227.8,0.74,59.002
groundnut,Karnataka,1061.8,31.9,63.7,6.09,92.3,2.67,3.516
groundnut,MP,563.9,27.1,79.2,5.74,82.4,3.49,3.024
groundnut,MP,1021.4,28.6,43.1,6.79,60.1,1.18,3.308
tomato,Maharashtra,545.1,20.8,55.2,6.48,220.3,11.64,51.984
cotton,Punjab,913.6,39.4,63.5,6.02,104.4,11.85,4.178
cotton,Punjab,701.5,36.2,42.3,6.5,80.1,0.95,3.723
groundnut,AP,623.3,35.3,67.1,5.59,113.0,5.87,3.262
soybean,Maharashtra,924.4,25.3,34.9,7.24,103.7,13.71,3.84
rice,AP,1046.6,27.8,75.2,6.35,171.5,11.52,12.118
cotton,Punjab,1242.6,35.1,35.6,7.16,148.9,4.86,4.218
soybean,AP,1462.7,20.9,79.4,6.51,144.8,13.05,6.911
groundnut,MP,716.9,27.6,57.4,6.71,108.3,8.14,3.535
maize,MP,869.2,31.7,68.3,6.07,198.7,10.35,12.04
wheat,AP,943.3,24.8,80.8,6.0,131.0,13.02,7.938
maize,MP,1029.6,20.1,72.1,6.75,150.9,14.2,11.057
cotton,Telangana,1089.6,25.1,79.4,6.78,152.5,3.46,5.131
cotton,AP,1104.3,37.8,73.9,7.06,157.5,14.32,4.982
tomato,Telangana,603.1,20.8,52.5,6.8,162.7,12.4,47.235
rice,AP,966.5,28.3,80.4,6.22,132.4,9.97,10.385
rice,Maharashtra,1114.3,35.0,60.9,6.81,154.6,0.6,9.846
soybean,Telangana,1325.7,20.4,34.8,6.26,137.5,14.16,5.148
maize,Punjab,1230.4,26.0,43.3,6.48,149.3,5.2,11.911
rice,Punjab,1437.7,31.7,51.3,5.52,190.0,13.1,9.598
tomato,Maharashtra,409.0,25.7,72.8,5.7,273.5,7.75,50.223
cotton,Karnataka,740.6,27.9,79.0,7.25,159.3,9.1,4.393
maize,MP,920.1,33.6,64.9,6.08,129.8,1.89,9.91
cotton,AP,981.2,33.2,50.7,7.98,97.7,2.42,3.433
maize,Karnataka,1120.9,28.1,53.9,6.01,160.6,14.75,11.014
rice,MP,1654.0,22.8,37.4,6.89,146.6,6.67,10.693
wheat,Karnataka,604.7,19.5,64.7,7.36,118.9,4.04,6.657
soybean,Punjab,1127.2,20.6,50.3,7.09,126.9,6.46,4.941
maize,MP,1084.7,25.7,67.4,5.92,137.4,0.74,10.488
rice,Punjab,1505.5,22.6,32.0,5.86,159.4,11.81,9.661
cotton,Karnataka,1012.7,35.7,71.9,6.45,88.8,14.39,4.53
wheat,Punjab,786.0,18.0,82.1,6.72,124.2,7.46,7.832
rice,AP,817.6,30.6,52.5,5.5,106.3,12.69,6.991
rice,MP,1465.5,30.8,80.1,5.84,151.2,7.93,11.239
cotton,Punjab,1157.0,29.6,42.0,6.56,107.3,11.48,4.179
wheat,AP,1094.2,13.3,51.5,6.08,155.7,12.46,7.978
groundnut,MP,772.2,29.0,67.5,5.7,75.1,6.1,3.376
maize,Punjab,1049.1,23.7,53.7,6.43,122.4,8.8,10.111
wheat,Karnataka,456.4,15.2,55.3,7.47,115.4,9.97,5.132
groundnut,Maharashtra,1100.3,35.3,63.9,6.93,73.8,13.36,3.683
groundnut,Telangana,807.5,37.7,31.7,6.07,104.4,10.58,3.14
wheat,AP,706.2,10.3,69.7,6.04,169.2,2.05,7.466
cotton,Punjab,751.1,31.4,48.2,7.29,102.7,2.27,3.452
tomato,Maharashtra,867.1,19.4,67.3,6.42,209.7,5.07,64.778
maize,Karnataka,1256.9,22.0,60.9,6.96,204.4,13.41,12.891
cotton,AP,651.8,26.9,45.8,6.9,96.9,9.89,3.638
tomato,Punjab,535.2,18.9,64.0,5.85,158.7,12.04,40.034
cotton,Telangana,948.4,37.2,57.6,6.45,89.5,9.87,4.406
rice,MP,1313.8,25.1,45.5,6.64,187.3,1.88,11.264
groundnut,Karnataka,565.9,32.7,39.3,6.09,89.8,9.91,2.699
soybean,Telangana,1404.9,29.3,33.7,6.34,141.5,6.5,5.582
soybean,Karnataka,1431.8,20.5,62.0,6.23,144.1,12.03,5.968
wheat,MP,725.3,21.7,61.0,7.06,99.2,11.27,6.255
cotton,Punjab,1140.0,36.1,45.0,6.11,138.5,8.79,4.503
cotton,Maharashtra,1314.7,38.4,77.0,7.46,91.9,9.47,4.11
rice,Maharashtra,1905.6,25.2,71.3,5.86,151.3,6.98,11.761
rice,AP,892.2,23.4,45.1,6.9,170.3,5.25,9.707
maize,AP,575.1,31.1,76.5,6.01,200.5,9.76,10.335
soybean,MP,867.2,21.2,65.6,7.34,127.4,1.35,4.586
groundnut,Telangana,1028.4,26.3,32.1,6.82,92.2,9.83,3.141
groundnut,Punjab,1153.5,29.2,81.1,6.24,67.7,5.12,4.068
tomato,Telangana,782.7,18.5,37.0,5.88,160.1,2.13,47.793
wheat,Punjab,1014.7,23.0,60.2,6.51,146.0,4.54,8.334
cotton,AP,1464.6,36.9,66.6,6.29,139.1,9.87,5.26
cotton,Karnataka,1366.7,32.3,53.7,6.32,146.0,6.16,5.132
wheat,MP,1006.9,10.9,62.4,7.15,153.4,5.41,7.088
rice,Telangana,898.2,30.7,77.3,6.2,143.8,0.84,9.642
maize,Telangana,621.4,20.5,44.9,6.13,218.8,10.12,10.072
maize,Telangana,791.8,32.7,47.0,7.0,178.9,10.27,9.324
maize,Punjab,671.4,26.8,77.3,6.18,148.3,6.61,10.664
soybean,AP,806.9,26.2,33.0,6.61,100.6,8.05,3.86
wheat,AP,1081.1,13.5,52.5,6.9,165.6,14.02,7.975
tomato,Telangana,544.4,20.4,32.9,6.86,289.7,9.11,52.375
soybean,Punjab,951.5,27.6,36.6,7.42,91.9,0.98,3.49
wheat,Punjab,1059.6,20.5,62.3,6.58,118.5,6.26,7.66
soybean,Telangana,698.9,27.7,69.4,6.2,117.8,2.9,4.572
cotton,Telangana,1481.3,26.1,59.7,6.43,140.5,5.25,5.57
maize,Maharashtra,780.5,26.4,35.9,6.01,216.4,14.79,9.882
rice,Telangana,1191.6,29.0,65.3,6.39,156.5,14.13,11.321
cotton,Maharashtra,871.0,25.6,48.4,6.29,88.5,9.34,3.912
soybean,Punjab,630.2,24.7,73.6,6.16,86.8,6.68,4.289
wheat,AP,618.2,13.8,74.8,6.38,141.6,7.06,7.613
tomato,MP,726.8,19.2,78.2,5.9,154.3,9.31,49.423
rice,Maharashtra,1425.9,29.8,35.0,6.55,190.8,5.3,11.033
tomato,Karnataka,747.1,20.3,70.1,6.9,165.7,9.57,51.132
rice,Telangana,1656.2,28.6,58.5,6.5,111.1,6.19,11.301
soybean,MP,1279.2,24.0,49.2,6.44,99.0,5.68,5.145
maize,Punjab,1167.5,20.7,71.3,6.2,148.0,2.62,11.076
rice,AP,1713.2,28.2,42.6,5.74,104.7,14.21,8.944
maize,MP,940.2,27.2,78.4,6.88,179.1,7.63,12.054
soybean,AP,1201.6,21.9,48.3,6.97,106.8,10.24,4.575
rice,Telangana,1578.9,34.5,63.7,6.55,164.1,6.28,12.066
wheat,AP,634.5,12.2,48.0,6.19,143.5,4.49,6.949
groundnut,Punjab,518.0,28.2,60.0,6.01,102.5,12.91,3.004
wheat,AP,1161.4,17.5,45.9,6.75,172.3,5.32,8.054
rice,Karnataka,1742.2,31.1,77.5,6.68,157.5,8.48,13.08
tomato,Karnataka,922.9,20.9,84.1,5.56,187.9,3.17,51.07
maize,Maharashtra,1368.1,31.0,40.6,5.83,188.7,6.63,11.446
